condition,seed,score,lines,pieces,truncated
horizontal_hole_clusteredness_row_15,27,1380.0,29,114,False
horizontal_hole_clusteredness_row_15,28,200.0,5,53,False
horizontal_hole_clusteredness_row_15,29,120.0,3,44,False
horizontal_hole_clusteredness_row_15,30,680.0,16,78,False
horizontal_hole_clusteredness_row_15,31,460.0,11,65,False
horizontal_hole_clusteredness_row_15,32,1580.0,13,70,False
horizontal_hole_clusteredness_row_15,33,1300.0,26,103,False
horizontal_hole_clusteredness_row_15,34,300.0,7,56,False
horizontal_hole_clusteredness_row_15,35,460.0,7,57,False
horizontal_hole_clusteredness_row_15,36,40.0,1,38,False
horizontal_hole_clusteredness_row_15,37,300.0,7,57,False
horizontal_hole_clusteredness_row_15,38,1440.0,29,114,False
horizontal_hole_clusteredness_row_15,39,1680.0,40,141,False
horizontal_hole_clusteredness_row_15,40,380.0,5,54,False
horizontal_hole_clusteredness_row_15,41,920.0,17,84,False
horizontal_hole_clusteredness_row_15,42,80.0,2,44,False
horizontal_hole_clusteredness_row_15,43,40.0,1,34,False
horizontal_hole_clusteredness_row_15,44,160.0,4,50,False
horizontal_hole_clusteredness_row_15,45,700.0,17,83,False
horizontal_hole_clusteredness_row_15,46,140.0,3,46,False
horizontal_hole_clusteredness_row_15,47,400.0,9,62,False
horizontal_hole_clusteredness_row_15,48,280.0,7,57,False
horizontal_hole_clusteredness_row_15,49,500.0,8,59,False
horizontal_hole_clusteredness_row_15,50,720.0,13,71,False
horizontal_hole_clusteredness_row_15,51,1520.0,35,128,False
horizontal_hole_clusteredness_row_15,52,1120.0,27,108,False
horizontal_hole_clusteredness_row_15,53,120.0,3,44,False
horizontal_hole_clusteredness_row_15,54,380.0,5,51,False
horizontal_hole_clusteredness_row_15,55,1160.0,27,108,False
horizontal_hole_clusteredness_row_15,56,540.0,13,72,False
horizontal_hole_clusteredness_row_15,57,300.0,7,54,False
horizontal_hole_clusteredness_row_15,58,600.0,10,63,False
horizontal_hole_clusteredness_row_15,59,1120.0,22,95,False
horizontal_hole_clusteredness_row_15,60,380.0,9,60,False
horizontal_hole_clusteredness_row_15,61,420.0,10,64,False
horizontal_hole_clusteredness_row_15,62,420.0,10,63,False
horizontal_hole_clusteredness_row_15,63,40.0,1,39,False
horizontal_hole_clusteredness_row_15,64,340.0,8,59,False
horizontal_hole_clusteredness_row_15,65,160.0,4,49,False
horizontal_hole_clusteredness_row_15,66,500.0,12,66,False
horizontal_hole_clusteredness_row_15,67,960.0,18,82,False
horizontal_hole_clusteredness_row_15,68,2720.0,34,124,False
horizontal_hole_clusteredness_row_15,69,120.0,3,44,False
horizontal_hole_clusteredness_row_15,70,920.0,22,96,False
horizontal_hole_clusteredness_row_15,71,860.0,16,79,False
horizontal_hole_clusteredness_row_15,72,2740.0,59,189,False
horizontal_hole_clusteredness_row_15,73,300.0,7,57,False
horizontal_hole_clusteredness_row_15,74,460.0,10,65,False
horizontal_hole_clusteredness_row_15,75,420.0,10,61,False
horizontal_hole_clusteredness_row_15,76,940.0,19,86,False
horizontal_hole_clusteredness_row_15,77,0.0,0,39,False
horizontal_hole_clusteredness_row_15,78,1000.0,24,100,False
horizontal_hole_clusteredness_row_15,79,220.0,5,52,False
horizontal_hole_clusteredness_row_15,80,80.0,2,45,False
horizontal_hole_clusteredness_row_15,81,420.0,6,54,False
horizontal_hole_clusteredness_row_15,82,400.0,9,60,False
horizontal_hole_clusteredness_row_15,83,780.0,14,71,False
horizontal_hole_clusteredness_row_15,84,100.0,2,44,False
horizontal_hole_clusteredness_row_15,85,1060.0,17,84,False
horizontal_hole_clusteredness_row_15,86,420.0,10,65,False
horizontal_hole_clusteredness_row_15,87,200.0,5,53,False
horizontal_hole_clusteredness_row_15,88,520.0,12,68,False
horizontal_hole_clusteredness_row_15,89,40.0,1,38,False
horizontal_hole_clusteredness_row_15,90,2260.0,25,102,False
horizontal_hole_clusteredness_row_15,91,160.0,4,50,False
horizontal_hole_clusteredness_row_15,92,380.0,5,48,False
horizontal_hole_clusteredness_row_15,93,40.0,1,39,False
horizontal_hole_clusteredness_row_15,94,600.0,14,74,False
horizontal_hole_clusteredness_row_15,95,420.0,10,63,False
horizontal_hole_clusteredness_row_15,96,360.0,9,63,False
horizontal_hole_clusteredness_row_15,97,600.0,14,72,False
horizontal_hole_clusteredness_row_15,98,420.0,10,61,False
horizontal_hole_clusteredness_row_15,99,80.0,2,44,False
horizontal_hole_clusteredness_row_16,0,1020.0,24,102,False
horizontal_hole_clusteredness_row_16,1,800.0,15,78,False
horizontal_hole_clusteredness_row_16,2,300.0,7,57,False
horizontal_hole_clusteredness_row_16,3,1920.0,13,70,False
horizontal_hole_clusteredness_row_16,4,500.0,12,71,False
horizontal_hole_clusteredness_row_16,5,160.0,4,45,False
horizontal_hole_clusteredness_row_16,6,860.0,19,86,False
horizontal_hole_clusteredness_row_16,7,760.0,18,82,False
horizontal_hole_clusteredness_row_16,8,860.0,16,78,False
horizontal_hole_clusteredness_row_16,9,120.0,3,44,False
horizontal_hole_clusteredness_row_16,10,320.0,7,52,False
horizontal_hole_clusteredness_row_16,11,1940.0,22,96,False
horizontal_hole_clusteredness_row_16,12,360.0,8,58,False
horizontal_hole_clusteredness_row_16,13,160.0,4,46,False
horizontal_hole_clusteredness_row_16,14,1080.0,18,85,False
horizontal_hole_clusteredness_row_16,15,160.0,4,48,False
horizontal_hole_clusteredness_row_16,16,40.0,1,40,False
horizontal_hole_clusteredness_row_16,17,80.0,2,38,False
horizontal_hole_clusteredness_row_16,18,1980.0,18,86,False
horizontal_hole_clusteredness_row_16,19,0.0,0,37,False
horizontal_hole_clusteredness_row_16,20,40.0,1,39,False
horizontal_hole_clusteredness_row_16,21,540.0,12,69,False
horizontal_hole_clusteredness_row_16,22,1260.0,25,99,False
horizontal_hole_clusteredness_row_16,23,560.0,13,71,False
horizontal_hole_clusteredness_row_16,24,160.0,4,50,False
horizontal_hole_clusteredness_row_16,25,40.0,1,40,False
horizontal_hole_clusteredness_row_16,26,400.0,9,63,False
horizontal_hole_clusteredness_row_16,27,500.0,12,70,False
horizontal_hole_clusteredness_row_16,28,0.0,0,39,False
horizontal_hole_clusteredness_row_16,29,420.0,10,64,False
horizontal_hole_clusteredness_row_16,30,720.0,18,82,False
horizontal_hole_clusteredness_row_16,31,1220.0,20,89,False
horizontal_hole_clusteredness_row_16,32,640.0,15,78,False
horizontal_hole_clusteredness_row_16,33,760.0,18,81,False
horizontal_hole_clusteredness_row_16,34,340.0,8,60,False
horizontal_hole_clusteredness_row_16,35,1180.0,27,107,False
horizontal_hole_clusteredness_row_16,36,480.0,7,59,False
horizontal_hole_clusteredness_row_16,37,580.0,14,76,False
horizontal_hole_clusteredness_row_16,38,160.0,4,49,False
horizontal_hole_clusteredness_row_16,39,1680.0,40,141,False
horizontal_hole_clusteredness_row_16,40,780.0,18,82,False
horizontal_hole_clusteredness_row_16,41,40.0,1,43,False
horizontal_hole_clusteredness_row_16,42,1400.0,33,123,False
horizontal_hole_clusteredness_row_16,43,620.0,14,72,False
horizontal_hole_clusteredness_row_16,44,3340.0,29,113,False
horizontal_hole_clusteredness_row_16,45,80.0,2,42,False
horizontal_hole_clusteredness_row_16,46,180.0,4,47,False
horizontal_hole_clusteredness_row_16,47,0.0,0,39,False
horizontal_hole_clusteredness_row_16,48,120.0,3,42,False
horizontal_hole_clusteredness_row_16,49,580.0,14,69,False
horizontal_hole_clusteredness_row_16,50,720.0,13,71,False
horizontal_hole_clusteredness_row_16,51,1520.0,35,128,False
horizontal_hole_clusteredness_row_16,52,480.0,11,67,False
horizontal_hole_clusteredness_row_16,53,40.0,1,36,False
horizontal_hole_clusteredness_row_16,54,320.0,7,59,False
horizontal_hole_clusteredness_row_16,55,860.0,20,89,False
horizontal_hole_clusteredness_row_16,56,40.0,1,40,False
horizontal_hole_clusteredness_row_16,57,0.0,0,35,False
horizontal_hole_clusteredness_row_16,58,780.0,14,74,False
horizontal_hole_clusteredness_row_16,59,760.0,18,84,False
horizontal_hole_clusteredness_row_16,60,500.0,11,65,False
horizontal_hole_clusteredness_row_16,61,280.0,7,57,False
horizontal_hole_clusteredness_row_16,62,380.0,9,60,False
horizontal_hole_clusteredness_row_16,63,120.0,3,47,False
horizontal_hole_clusteredness_row_16,64,1460.0,29,112,False
horizontal_hole_clusteredness_row_16,65,880.0,16,76,False
horizontal_hole_clusteredness_row_16,66,640.0,14,73,False
horizontal_hole_clusteredness_row_16,67,1000.0,23,98,False
horizontal_hole_clusteredness_row_16,68,520.0,12,69,False
horizontal_hole_clusteredness_row_16,69,240.0,6,55,False
horizontal_hole_clusteredness_row_16,70,2060.0,24,99,False
horizontal_hole_clusteredness_row_16,71,200.0,4,47,False
horizontal_hole_clusteredness_row_16,72,760.0,18,85,False
horizontal_hole_clusteredness_row_16,73,100.0,2,43,False
horizontal_hole_clusteredness_row_16,74,300.0,6,55,False
horizontal_hole_clusteredness_row_16,75,120.0,3,44,False
horizontal_hole_clusteredness_row_16,76,40.0,1,38,False
horizontal_hole_clusteredness_row_16,77,1200.0,24,98,False
horizontal_hole_clusteredness_row_16,78,1000.0,24,100,False
horizontal_hole_clusteredness_row_16,79,220.0,5,52,False
horizontal_hole_clusteredness_row_16,80,320.0,7,58,False
horizontal_hole_clusteredness_row_16,81,380.0,9,61,False
horizontal_hole_clusteredness_row_16,82,380.0,9,57,False
horizontal_hole_clusteredness_row_16,83,380.0,9,62,False
horizontal_hole_clusteredness_row_16,84,100.0,2,44,False
horizontal_hole_clusteredness_row_16,85,700.0,16,79,False
horizontal_hole_clusteredness_row_16,86,980.0,18,84,False
horizontal_hole_clusteredness_row_16,87,240.0,6,51,False
horizontal_hole_clusteredness_row_16,88,260.0,6,50,False
horizontal_hole_clusteredness_row_16,89,200.0,5,50,False
horizontal_hole_clusteredness_row_16,90,1140.0,19,86,False
horizontal_hole_clusteredness_row_16,91,420.0,10,66,False
horizontal_hole_clusteredness_row_16,92,280.0,6,56,False
horizontal_hole_clusteredness_row_16,93,360.0,8,58,False
horizontal_hole_clusteredness_row_16,94,420.0,6,52,False
horizontal_hole_clusteredness_row_16,95,860.0,20,88,False
horizontal_hole_clusteredness_row_16,96,500.0,12,67,False
horizontal_hole_clusteredness_row_16,97,300.0,7,57,False
horizontal_hole_clusteredness_row_16,98,260.0,6,55,False
horizontal_hole_clusteredness_row_16,99,1440.0,30,115,False
horizontal_hole_clusteredness_row_17,0,180.0,4,50,False
horizontal_hole_clusteredness_row_17,1,600.0,10,64,False
horizontal_hole_clusteredness_row_17,2,720.0,12,70,False
horizontal_hole_clusteredness_row_17,3,140.0,3,41,False
horizontal_hole_clusteredness_row_17,4,240.0,5,53,False
horizontal_hole_clusteredness_row_17,5,360.0,9,62,False
horizontal_hole_clusteredness_row_17,6,1280.0,25,98,False
horizontal_hole_clusteredness_row_17,7,580.0,14,76,False
horizontal_hole_clusteredness_row_17,8,180.0,4,49,False
horizontal_hole_clusteredness_row_17,9,340.0,8,58,False
horizontal_hole_clusteredness_row_17,10,960.0,23,98,False
horizontal_hole_clusteredness_row_17,11,360.0,8,59,False
horizontal_hole_clusteredness_row_17,12,1680.0,11,68,False
horizontal_hole_clusteredness_row_17,13,200.0,5,51,False
horizontal_hole_clusteredness_row_17,14,140.0,3,44,False
horizontal_hole_clusteredness_row_17,15,80.0,2,46,False
horizontal_hole_clusteredness_row_17,16,120.0,3,44,False
horizontal_hole_clusteredness_row_17,17,200.0,5,49,False
horizontal_hole_clusteredness_row_17,18,1980.0,18,86,False
horizontal_hole_clusteredness_row_17,19,840.0,19,85,False
horizontal_hole_clusteredness_row_17,20,520.0,11,67,False
horizontal_hole_clusteredness_row_17,21,580.0,14,74,False
horizontal_hole_clusteredness_row_17,22,580.0,10,63,False
horizontal_hole_clusteredness_row_17,23,600.0,14,74,False
horizontal_hole_clusteredness_row_17,24,40.0,1,40,False
horizontal_hole_clusteredness_row_17,25,700.0,12,70,False
horizontal_hole_clusteredness_row_17,26,560.0,14,76,False
horizontal_hole_clusteredness_row_17,27,900.0,17,84,False
horizontal_hole_clusteredness_row_17,28,0.0,0,36,False
horizontal_hole_clusteredness_row_17,29,0.0,0,35,False
horizontal_hole_clusteredness_row_17,30,800.0,18,85,False
horizontal_hole_clusteredness_row_17,31,240.0,6,54,False
horizontal_hole_clusteredness_row_17,32,3460.0,49,163,False
horizontal_hole_clusteredness_row_17,33,640.0,16,77,False
horizontal_hole_clusteredness_row_17,34,560.0,13,71,False
horizontal_hole_clusteredness_row_17,35,280.0,7,57,False
horizontal_hole_clusteredness_row_17,36,40.0,1,37,False
horizontal_hole_clusteredness_row_17,37,280.0,7,55,False
horizontal_hole_clusteredness_row_17,38,2640.0,35,128,False
horizontal_hole_clusteredness_row_17,39,720.0,16,80,False
horizontal_hole_clusteredness_row_17,40,840.0,15,79,False
horizontal_hole_clusteredness_row_17,41,40.0,1,42,False
horizontal_hole_clusteredness_row_17,42,1680.0,33,121,False
horizontal_hole_clusteredness_row_17,43,420.0,10,65,False
horizontal_hole_clusteredness_row_17,44,4820.0,67,206,False
horizontal_hole_clusteredness_row_17,45,340.0,7,56,False
horizontal_hole_clusteredness_row_17,46,720.0,16,79,False
horizontal_hole_clusteredness_row_17,47,100.0,2,45,False
horizontal_hole_clusteredness_row_17,48,240.0,6,53,False
horizontal_hole_clusteredness_row_17,49,160.0,4,46,False
horizontal_hole_clusteredness_row_17,50,3480.0,48,158,False
horizontal_hole_clusteredness_row_17,51,560.0,9,61,False
horizontal_hole_clusteredness_row_17,52,260.0,6,55,False
horizontal_hole_clusteredness_row_17,53,240.0,6,51,False
horizontal_hole_clusteredness_row_17,54,600.0,10,66,False
horizontal_hole_clusteredness_row_17,55,860.0,20,89,False
horizontal_hole_clusteredness_row_17,56,580.0,14,75,False
horizontal_hole_clusteredness_row_17,57,220.0,5,52,False
horizontal_hole_clusteredness_row_17,58,360.0,9,63,False
horizontal_hole_clusteredness_row_17,59,0.0,0,37,False
horizontal_hole_clusteredness_row_17,60,940.0,22,95,False
horizontal_hole_clusteredness_row_17,61,320.0,8,61,False
horizontal_hole_clusteredness_row_17,62,740.0,17,82,False
horizontal_hole_clusteredness_row_17,63,180.0,4,48,False
horizontal_hole_clusteredness_row_17,64,480.0,11,67,False
horizontal_hole_clusteredness_row_17,65,340.0,8,60,False
horizontal_hole_clusteredness_row_17,66,80.0,2,43,False
horizontal_hole_clusteredness_row_17,67,220.0,5,52,False
horizontal_hole_clusteredness_row_17,68,240.0,5,49,False
horizontal_hole_clusteredness_row_17,69,180.0,4,47,False
horizontal_hole_clusteredness_row_17,70,240.0,6,52,False
horizontal_hole_clusteredness_row_17,71,0.0,0,37,False
horizontal_hole_clusteredness_row_17,72,420.0,10,66,False
horizontal_hole_clusteredness_row_17,73,2280.0,49,162,False
horizontal_hole_clusteredness_row_17,74,460.0,10,65,False
horizontal_hole_clusteredness_row_17,75,100.0,2,46,False
horizontal_hole_clusteredness_row_17,76,880.0,20,89,False
horizontal_hole_clusteredness_row_17,77,340.0,4,49,False
horizontal_hole_clusteredness_row_17,78,280.0,7,59,False
horizontal_hole_clusteredness_row_17,79,220.0,5,52,False
horizontal_hole_clusteredness_row_17,80,0.0,0,38,False
horizontal_hole_clusteredness_row_17,81,0.0,0,32,False
horizontal_hole_clusteredness_row_17,82,1600.0,38,134,False
horizontal_hole_clusteredness_row_17,83,780.0,14,71,False
horizontal_hole_clusteredness_row_17,84,100.0,2,44,False
horizontal_hole_clusteredness_row_17,85,120.0,3,48,False
horizontal_hole_clusteredness_row_17,86,620.0,10,66,False
horizontal_hole_clusteredness_row_17,87,40.0,1,38,False
horizontal_hole_clusteredness_row_17,88,480.0,12,70,False
horizontal_hole_clusteredness_row_17,89,1620.0,31,119,False
horizontal_hole_clusteredness_row_17,90,1420.0,30,116,False
horizontal_hole_clusteredness_row_17,91,1500.0,35,127,False
horizontal_hole_clusteredness_row_17,92,980.0,24,99,False
horizontal_hole_clusteredness_row_17,93,800.0,14,74,False
horizontal_hole_clusteredness_row_17,94,620.0,14,74,False
horizontal_hole_clusteredness_row_17,95,600.0,10,64,False
horizontal_hole_clusteredness_row_17,96,260.0,6,54,False
horizontal_hole_clusteredness_row_17,97,300.0,7,57,False
horizontal_hole_clusteredness_row_17,98,420.0,10,61,False
horizontal_hole_clusteredness_row_17,99,960.0,18,84,False
horizontal_hole_clusteredness_row_18,0,380.0,5,50,False
horizontal_hole_clusteredness_row_18,1,1000.0,23,98,False
horizontal_hole_clusteredness_row_18,2,160.0,4,48,False
horizontal_hole_clusteredness_row_18,3,80.0,2,39,False
horizontal_hole_clusteredness_row_18,4,260.0,6,54,False
horizontal_hole_clusteredness_row_18,5,440.0,11,66,False
horizontal_hole_clusteredness_row_18,6,40.0,1,39,False
horizontal_hole_clusteredness_row_18,7,760.0,18,82,False
horizontal_hole_clusteredness_row_18,8,780.0,18,84,False
horizontal_hole_clusteredness_row_18,9,3280.0,44,152,False
horizontal_hole_clusteredness_row_18,10,40.0,1,40,False
horizontal_hole_clusteredness_row_18,11,140.0,3,40,False
horizontal_hole_clusteredness_row_18,12,1140.0,27,108,False
horizontal_hole_clusteredness_row_18,13,620.0,15,78,False
horizontal_hole_clusteredness_row_18,14,440.0,10,64,False
horizontal_hole_clusteredness_row_18,15,160.0,4,46,False
horizontal_hole_clusteredness_row_18,16,900.0,20,90,False
horizontal_hole_clusteredness_row_18,17,0.0,0,36,False
horizontal_hole_clusteredness_row_18,18,100.0,2,41,False
horizontal_hole_clusteredness_row_18,19,840.0,19,85,False
horizontal_hole_clusteredness_row_18,20,300.0,7,57,False
horizontal_hole_clusteredness_row_18,21,580.0,14,74,False
horizontal_hole_clusteredness_row_18,22,580.0,10,63,False
horizontal_hole_clusteredness_row_18,23,2640.0,37,130,False
horizontal_hole_clusteredness_row_18,24,720.0,17,81,False
horizontal_hole_clusteredness_row_18,25,480.0,12,70,False
horizontal_hole_clusteredness_row_18,26,1260.0,26,107,False
horizontal_hole_clusteredness_row_18,27,1640.0,35,125,False
horizontal_hole_clusteredness_row_18,28,0.0,0,33,False
horizontal_hole_clusteredness_row_18,29,200.0,5,49,False
horizontal_hole_clusteredness_row_18,30,880.0,13,71,False
horizontal_hole_clusteredness_row_18,31,480.0,11,65,False
horizontal_hole_clusteredness_row_18,32,780.0,14,74,False
horizontal_hole_clusteredness_row_18,33,0.0,0,38,False
horizontal_hole_clusteredness_row_18,34,500.0,12,69,False
horizontal_hole_clusteredness_row_18,35,2400.0,33,120,False
horizontal_hole_clusteredness_row_18,36,140.0,3,45,False
horizontal_hole_clusteredness_row_18,37,280.0,7,55,False
horizontal_hole_clusteredness_row_18,38,280.0,7,56,False
horizontal_hole_clusteredness_row_18,39,1680.0,40,141,False
horizontal_hole_clusteredness_row_18,40,280.0,7,59,False
horizontal_hole_clusteredness_row_18,41,620.0,10,61,False
horizontal_hole_clusteredness_row_18,42,1260.0,25,103,False
horizontal_hole_clusteredness_row_18,43,1000.0,23,95,False
horizontal_hole_clusteredness_row_18,44,40.0,1,38,False
horizontal_hole_clusteredness_row_18,45,1100.0,26,105,False
horizontal_hole_clusteredness_row_18,46,80.0,2,38,False
horizontal_hole_clusteredness_row_18,47,1160.0,23,97,False
horizontal_hole_clusteredness_row_18,48,320.0,7,57,False
horizontal_hole_clusteredness_row_18,49,300.0,3,44,False
horizontal_hole_clusteredness_row_18,50,240.0,6,52,False
horizontal_hole_clusteredness_row_18,51,1520.0,35,128,False
horizontal_hole_clusteredness_row_18,52,260.0,6,57,False
horizontal_hole_clusteredness_row_18,53,520.0,8,58,False
horizontal_hole_clusteredness_row_18,54,0.0,0,39,False
horizontal_hole_clusteredness_row_18,55,320.0,8,60,False
horizontal_hole_clusteredness_row_18,56,340.0,8,58,False
horizontal_hole_clusteredness_row_18,57,240.0,6,46,False
horizontal_hole_clusteredness_row_18,58,780.0,14,74,False
horizontal_hole_clusteredness_row_18,59,1320.0,22,94,False
horizontal_hole_clusteredness_row_18,60,2000.0,43,148,False
horizontal_hole_clusteredness_row_18,61,2900.0,40,140,False
horizontal_hole_clusteredness_row_18,62,820.0,19,86,False
horizontal_hole_clusteredness_row_18,63,80.0,2,40,False
horizontal_hole_clusteredness_row_18,64,2260.0,29,113,False
horizontal_hole_clusteredness_row_18,65,260.0,6,55,False
horizontal_hole_clusteredness_row_18,66,260.0,6,53,False
horizontal_hole_clusteredness_row_18,67,1460.0,10,64,False
horizontal_hole_clusteredness_row_18,68,280.0,7,57,False
horizontal_hole_clusteredness_row_18,69,180.0,4,48,False
horizontal_hole_clusteredness_row_18,70,380.0,9,62,False
horizontal_hole_clusteredness_row_18,71,80.0,2,41,False
horizontal_hole_clusteredness_row_18,72,760.0,18,85,False
horizontal_hole_clusteredness_row_18,73,220.0,5,53,False
horizontal_hole_clusteredness_row_18,74,340.0,4,47,False
horizontal_hole_clusteredness_row_18,75,2760.0,57,183,False
horizontal_hole_clusteredness_row_18,76,40.0,1,38,False
horizontal_hole_clusteredness_row_18,77,280.0,6,53,False
horizontal_hole_clusteredness_row_18,78,180.0,4,46,False
horizontal_hole_clusteredness_row_18,79,220.0,5,52,False
horizontal_hole_clusteredness_row_18,80,100.0,2,40,False
horizontal_hole_clusteredness_row_18,81,620.0,14,72,False
horizontal_hole_clusteredness_row_18,82,800.0,11,66,False
horizontal_hole_clusteredness_row_18,83,260.0,6,54,False
horizontal_hole_clusteredness_row_18,84,100.0,2,44,False
horizontal_hole_clusteredness_row_18,85,100.0,2,42,False
horizontal_hole_clusteredness_row_18,86,320.0,7,55,False
horizontal_hole_clusteredness_row_18,87,240.0,6,51,False
horizontal_hole_clusteredness_row_18,88,320.0,7,57,False
horizontal_hole_clusteredness_row_18,89,420.0,10,67,False
horizontal_hole_clusteredness_row_18,90,660.0,15,76,False
horizontal_hole_clusteredness_row_18,91,660.0,15,79,False
horizontal_hole_clusteredness_row_18,92,380.0,5,48,False
horizontal_hole_clusteredness_row_18,93,1220.0,24,100,False
horizontal_hole_clusteredness_row_18,94,160.0,4,48,False
horizontal_hole_clusteredness_row_18,95,120.0,3,45,False
horizontal_hole_clusteredness_row_18,96,600.0,14,71,False
horizontal_hole_clusteredness_row_18,97,1220.0,29,111,False
horizontal_hole_clusteredness_row_18,98,240.0,6,54,False
horizontal_hole_clusteredness_row_18,99,1440.0,30,115,False
horizontal_hole_clusteredness_row_19,0,40.0,1,35,False
horizontal_hole_clusteredness_row_19,1,2160.0,19,87,False
horizontal_hole_clusteredness_row_19,2,500.0,12,70,False
horizontal_hole_clusteredness_row_19,3,1100.0,18,83,False
horizontal_hole_clusteredness_row_19,4,4240.0,70,214,False
horizontal_hole_clusteredness_row_19,5,840.0,16,79,False
horizontal_hole_clusteredness_row_19,6,2220.0,23,97,False
horizontal_hole_clusteredness_row_19,7,760.0,18,82,False
horizontal_hole_clusteredness_row_19,8,780.0,18,84,False
horizontal_hole_clusteredness_row_19,9,140.0,3,46,False
horizontal_hole_clusteredness_row_19,10,0.0,0,38,False
horizontal_hole_clusteredness_row_19,11,1940.0,22,96,False
horizontal_hole_clusteredness_row_19,12,440.0,11,65,False
horizontal_hole_clusteredness_row_19,13,400.0,10,61,False
horizontal_hole_clusteredness_row_19,14,120.0,3,46,False
horizontal_hole_clusteredness_row_19,15,160.0,4,46,False
horizontal_hole_clusteredness_row_19,16,340.0,4,52,False
horizontal_hole_clusteredness_row_19,17,2240.0,23,97,False
horizontal_hole_clusteredness_row_19,18,80.0,2,45,False
horizontal_hole_clusteredness_row_19,19,400.0,9,61,False
horizontal_hole_clusteredness_row_19,20,880.0,20,89,False
horizontal_hole_clusteredness_row_19,21,640.0,15,77,False
horizontal_hole_clusteredness_row_19,22,240.0,6,57,False
horizontal_hole_clusteredness_row_19,23,3940.0,69,212,False
horizontal_hole_clusteredness_row_19,24,2120.0,21,92,False
horizontal_hole_clusteredness_row_19,25,920.0,22,94,False
horizontal_hole_clusteredness_row_19,26,540.0,13,72,False
horizontal_hole_clusteredness_row_19,27,1380.0,25,101,False
horizontal_hole_clusteredness_row_19,28,0.0,0,35,False
horizontal_hole_clusteredness_row_19,29,40.0,1,41,False
horizontal_hole_clusteredness_row_19,30,120.0,3,45,False
horizontal_hole_clusteredness_row_19,31,240.0,6,54,False
horizontal_hole_clusteredness_row_19,32,3460.0,49,163,False
horizontal_hole_clusteredness_row_19,33,2020.0,23,98,False
horizontal_hole_clusteredness_row_19,34,340.0,8,60,False
horizontal_hole_clusteredness_row_19,35,1060.0,22,93,False
horizontal_hole_clusteredness_row_19,36,140.0,3,45,False
horizontal_hole_clusteredness_row_19,37,420.0,10,64,False
horizontal_hole_clusteredness_row_19,38,0.0,0,32,False
horizontal_hole_clusteredness_row_19,39,680.0,16,81,False
horizontal_hole_clusteredness_row_19,40,40.0,1,40,False
horizontal_hole_clusteredness_row_19,41,540.0,9,63,False
horizontal_hole_clusteredness_row_19,42,120.0,3,46,False
horizontal_hole_clusteredness_row_19,43,400.0,9,63,False
horizontal_hole_clusteredness_row_19,44,1960.0,22,94,False
horizontal_hole_clusteredness_row_19,45,1020.0,20,89,False
horizontal_hole_clusteredness_row_19,46,720.0,16,79,False
horizontal_hole_clusteredness_row_19,47,220.0,5,53,False
horizontal_hole_clusteredness_row_19,48,660.0,16,80,False
horizontal_hole_clusteredness_row_19,49,840.0,19,87,False
horizontal_hole_clusteredness_row_19,50,720.0,13,71,False
horizontal_hole_clusteredness_row_19,51,1420.0,30,114,False
horizontal_hole_clusteredness_row_19,52,480.0,11,67,False
horizontal_hole_clusteredness_row_19,53,40.0,1,43,False
horizontal_hole_clusteredness_row_19,54,680.0,15,74,False
horizontal_hole_clusteredness_row_19,55,860.0,20,89,False
horizontal_hole_clusteredness_row_19,56,180.0,4,49,False
horizontal_hole_clusteredness_row_19,57,240.0,6,52,False
horizontal_hole_clusteredness_row_19,58,780.0,14,74,False
horizontal_hole_clusteredness_row_19,59,1320.0,31,113,False
horizontal_hole_clusteredness_row_19,60,380.0,9,63,False
horizontal_hole_clusteredness_row_19,61,360.0,9,61,False
horizontal_hole_clusteredness_row_19,62,740.0,17,82,False
horizontal_hole_clusteredness_row_19,63,1800.0,37,134,False
horizontal_hole_clusteredness_row_19,64,440.0,10,63,False
horizontal_hole_clusteredness_row_19,65,440.0,11,69,False
horizontal_hole_clusteredness_row_19,66,140.0,3,45,False
horizontal_hole_clusteredness_row_19,67,300.0,7,59,False
horizontal_hole_clusteredness_row_19,68,80.0,2,43,False
horizontal_hole_clusteredness_row_19,69,660.0,16,75,False
horizontal_hole_clusteredness_row_19,70,180.0,4,50,False
horizontal_hole_clusteredness_row_19,71,320.0,8,57,False
horizontal_hole_clusteredness_row_19,72,360.0,9,61,False
horizontal_hole_clusteredness_row_19,73,120.0,3,47,False
horizontal_hole_clusteredness_row_19,74,740.0,17,82,False
horizontal_hole_clusteredness_row_19,75,2260.0,29,115,False
horizontal_hole_clusteredness_row_19,76,480.0,11,65,False
horizontal_hole_clusteredness_row_19,77,120.0,3,47,False
horizontal_hole_clusteredness_row_19,78,1100.0,26,106,False
horizontal_hole_clusteredness_row_19,79,680.0,15,78,False
horizontal_hole_clusteredness_row_19,80,760.0,14,74,False
horizontal_hole_clusteredness_row_19,81,340.0,7,54,False
horizontal_hole_clusteredness_row_19,82,580.0,9,63,False
horizontal_hole_clusteredness_row_19,83,780.0,14,71,False
horizontal_hole_clusteredness_row_19,84,1760.0,17,84,False
horizontal_hole_clusteredness_row_19,85,80.0,2,41,False
horizontal_hole_clusteredness_row_19,86,1420.0,33,123,False
horizontal_hole_clusteredness_row_19,87,360.0,9,61,False
horizontal_hole_clusteredness_row_19,88,840.0,15,77,False
horizontal_hole_clusteredness_row_19,89,420.0,10,67,False
